key,value
稅吏,2356
劫,2357
居住,2358
叔父,2359
抑鬱,2360
一心,2361
大主,2362
宰,2363
死地,2364
碎,2365
迅速히,2366
微弱,2367
燒火,2368
總,2369
階,2370
形體,2371
權限,2372
分明,2373
當局者,2374
到,2375
先人,2376
移動하,2377
물甁,2378
救할,2379
表象,2380
統治,2381
材,2382
花石,2383
榴,2384
黃,2385
楊,2386
決,2387
案,2388
楔,2389
遍,2390
彩色,2391
頑强,2392
落葉,2393
本받,2394
謝禮,2395
事機,2396
傷害,2397
歌詞,2398
執事,2399
心思,2400
森林,2401
醜惡,2402
詐欺,2403
厚,2404
禽獸,2405
硏,2406
活潑,2407
倉,2408
猝,2409
一切,2410
貪色,2411
占匠,2412
南門,2413
沈,2414
桂,2415
絃樂,2416
欲,2417
利,2418
大海,2419
妖術,2420
呼,2421
平日,2422
香油,2423
沈沒,2424
時에,2425
大闕,2426
詔命,2427
泣,2428
全身,2429
田園,2430
賠償,2431
無限,2432
非,2433
似,2434
姦夫,2435
外國人,2436
位置,2437
安靜,2438
豊年,2439
로마人,2440
玉,2441
不久,2442
時期,2443
繁昌,2444
增築,2445
隱密히,2446
道의,2447
百萬,2448
名分,2449
隔하,2450
昇天,2451
探求,2452
衙前,2453
上官,2454
純,2455
斤,2456
侍從,2457
觀望,2458
唯一,2459
宴會,2460
扈,2461
是非,2462
吸收,2463
召集,2464
當然,2465
移徙,2466
自高,2467
高는,2468
自古,2469
平和,2470
關한,2471
大便,2472
小便,2473
나櫃,2474
念,2475
嘲笑,2476
篤,2477
過多,2478
江물,2479
優劣,2480
較,2481
熱病,2482
沓沓,2483
避한,2484
體恤하지,2485
歲이,2486
日用,2487
容,2488
特別,2489
一日이,2490
怨恨,2491
全滅,2492
好,2493
店,2494
盡하,2495
政事,2496
四萬,2497
燦爛,2498
魁,2499
首,2500
現狀,2501
盟,2502
谷,2503
海股,2504
手巾,2505
削除,2506
昏,2507
戾,2508
諾,2509
塗,2510
抹,2511
如,2512
約定,2513
災害,2514
挽留,2515
自白,2516
謹,2517
愼,2518
違反,2519
邊境,2520
固執,2521
毆打,2522
傷한,2523
多子,2524
毫厘,2525
海洋,2526
代요,2527
茫,2528
助치,2529
戀,2530
元老,2531
目擊者,2532
來歷,2533
著述,2534
客室,2535
留,2536
作別,2537
擔,2538
負,2539
董督,2540
官吏,2541
出,2542
者리,2543
朗讀,2544
以外,2545
終末,2546
食卓,2547
布帳,2548
東洋,2549
皇帝,2550
上疏,2551
座席,2552
陣과,2553
經營,2554
如干,2555
過失,2556
天父,2557
芥,2558
禮拜,2559
乖,2560
紛,2561
擾,2562
山嶽,2563
苦難도,2564
後宮,2565
明紬,2566
祭司張,2567
反抗,2568
政權,2569
擧祭,2570
王位,2571
長도,2572
疑心,2573
二人,2574
空,2575
下人,2576
廢,2577
王座,2578
坐,2579
年少,2580
貞,2581
蕩減,2582
料,2583
容貌,2584
雅淡,2585
異,2586
自矜,2587
善惡,2588
戶籍,2589
逢,2590
賊,2591
論하,2592
定치,2593
斷定,2594
失行,2595
軍器,2596
法律,2597
嗤,2598
笑,2599
提出,2600
私私,2601
父子,2602
姑捨하고,2603
名義,2604
厄,2605
感覺,2606
辭,2607
重大,2608
卓越,2609
寨,2610
誘引,2611
慾心,2612
婦人,2613
有力,2614
煽動,2615
西方,2616
蒼白,2617
急한,2618
裂,2619
暴雨,2620
樂器,2621
追從,2622
家中,2623
諸般,2624
熱誠,2625
藍,2626
寶,2627
絃,2628
靜肅,2629
累,2630
懇請,2631
經綸,2632
圖章,2633
佩,2634
限,2635
先知,2636
金防,2637
種族,2638
典執,2639
肢體,2640
達하,2641
影,2642
多數,2643
不正,2644
貴하,2645
比較,2646
兼한,2647
侮,2648
障碍物,2649
終,2650
本性,2651
元,2652
握手,2653
熱情,2654
武士,2655
變形,2656
놋脛甲을,2657
놋短槍을,2658
猝地,2659
襲擊,2660
國境,2661
時方,2662
樂,2663
復,2664
壯,2665
氣勢,2666
尺數,2667
阿諂,2668
最高,2669
統治者,2670
與否,2671
把守,2672
壯士,2673
風俗,2674
虛僞,2675
崇,2676
歡迎,2677
生氣,2678
鞍裝,2679
派遣,2680
情形,2681
最後,2682
粥,2683
月經,2684
數多,2685
讒,2686
訴,2687
놋壇은,2688
轟,2689
城이,2690
無心,2691
要緊,2692
飽食,2693
定할,2694
貰로,2695
掃,2696
囊,2697
供給,2698
王족,2699
將軍,2700
自主,2701
發表,2702
少時,2703
惶,2704
忙,2705
比하,2706
汎濫,2707
廟,2708
厚待,2709
永,2710
存,2711
守直,2712
視務,2713
自決,2714
質問,2715
善行,2716
晏,2717
華麗,2718
江의,2719
韜,2720
誤解,2721
手段,2722
嚴重,2723
江邊,2724
俳設,2725
當場,2726
寃,2727
赤子,2728
困辱,2729
산者,2730
通할,2731
門장,2732
究,2733
終身,2734
生活,2735
快樂,2736
症,2737
名節,2738
變動,2739
整齊,2740
暗殺,2741
依例,2742
稅,2743
醉한,2744
延命,2745
金錢,2746
族譜,2747
忠實히,2748
剛愎과,2749
答,2750
樣이,2751
酒,2752
陋名,2753
水口,2754
눈瞳子,2755
求乞,2756
美,2757
地下,2758
黃昏,2759
哭聲,2760
區域,2761
不吉,2762
境遇,2763
勸誘,2764
恭,2765
順,2766
尙,2767
者고,2768
一切,2769
尊重,2770
銀床,2771
喪,2772
掩襲,2773
呼訴,2774
短,2775
盛,2776
九名,2777
擅恣,2778
九分,2779
比喩,2780
奧妙,2781
信賴,2782
庭,2783
印章,2784
斑,2785
指,2786
修築,2787
象의,2788
地震,2789
盒,2790
當然히,2791
大王,2792
行閣,2793
私情,2794
敗한,2795
使役,2796
軟한,2797
門地,2798
枋,2799
萬主,2800
江과,2801
利,2802
權威,2803
九요,2804
諂,2805
안房,2806
仁,2807
愛,2808
江가,2809
心火,2810
六月,2811
四名,2812
痛恨,2813
産,2814
竊盜,2815
門턱,2816
裸,2817
麥,2818
공中,2819
雙,2820
非常,2821
膜이,2822
埋葬,2823
公文,2824
排設,2825
賞給,2826
一次,2827
寒,2828
退,2829
步,2830
慰問,2831
人數,2832
가룟人,2833
老,2834
幼,2835
骨髓,2836
號,2837
不平,2838
活動,2839
庶子,2840
東國,2841
四人,2842
網,2843
詳考,2844
사人,2845
近方,2846
利한,2847
四巨里,2848
硏究,2849
楚,2850
撻,2851
勤,2852
實히,2853
右手,2854
沒數,2855
害毒,2856
龍이,2857
屈服,2858
被殺,2859
嚴한,2860
求한,2861
減少,2862
卑屈,2863
先鋒,2864
制度,2865
捕手,2866
岩,2867
財,2868
改,2869
眞情,2870
平平,2871
天幕,2872
羊보,2873
笞,2874
一晝,2875
强烈,2876
處할,2877
秘訣,2878
栽培,2879
錚錚,2880
獨子,2881
黨,2882
老,2883
量,2884
前이,2885
才操,2886
詰,2887
大門,2888
王복,2889
土城,2890
戰士,2891
開川,2892
母胎,2893
搜,2894
恨,2895
憊치,2896
祭이,2897
全境,2898
解弛,2899
班長,2900
疑惑,2901
湖水,2902
弊端,2903
劇,2904
烈,2905
洞,2906
匠人,2907
爛,2908
善人,2909
拍,2910
掌,2911
誹,2912
數萬,2913
同日,2914
怪,2915
死,2916
君主,2917
自今,2918
輕率,2919
形質,2920
巧妙,2921
童,2922
樂,2923
放釋,2924
樓,2925
姓,2926
出入口,2927
强奪,2928
誠實히,2929
甁들,2930
期約,2931
問議,2932
從事,2933
宣告,2934
脚,2935
膳賜,2936
柄,2937
二요,2938
親切,2939
港口,2940
辭讓,2941
連絡,2942
者기,2943
長成,2944
雲,2945
梯,2946
錄,2947
冒瀆,2948
白首,2949
동山,2950
荒凉,2951
撲,2952
恨하,2953
辯護,2954
屍身,2955
娼女,2956
營業,2957
裕足,2958
强力,2959
矜恤에,2960
今,2961
悔,2962
殷殷,2963
醫師,2964
밤中,2965
泰平,2966
改良,2967
無地,2968
相,2969
距,2970
覺,2971
殘酷,2972
糞,2973
親筆,2974
學識,2975
合理,2976
寃恨,2977
筆,2978
陋,2979
合心,2980
豫告,2981
再,2982
大軍,2983
洗濯,2984
業者,2985
水道,2986
正規,2987
人形,2988
紋,2989
褥,2990
彩,2991
純全히,2992
城곽,2993
宴樂,2994
外所,2995
世俗,2996
奏,2997
乘客,2998
便,2999
險한,3000
友,3001
砂,3002
珍,3003
饌,3004
侍衛,3005
隊,3006
防禦,3007
손手巾,3008
誣陷,3009
攝,3010
政,3011
窓門,3012
奸邪,3013
外套,3014
整理,3015
丈,3016
一例,3017
憾情,3018
詭譎을,3019
信仰,3020
協力,3021
虐者,3022
避難처,3023
暴,3024
洑,3025
藉勢,3026
風聞,3027
待遇,3028
醫員,3029
感,3030
化,3031
灌祭,3032
妹,3033
弟,3034
耕作,3035
家産,3036
五萬,3037
前面,3038
敎師,3039
世系,3040
詭譎하고,3041
詭譎하여,3042
食量,3043
迫,3044
國庫,3045
加入,3046
忠實,3047
抗拒,3048
譁가,3049
旗에,3050
얍복江까지며,3051
아빕月,3052
罰이,3053
五里,3054
且,3055
生活費,3056
火焰,3057
經의,3058
保人,3059
寄,3060
曲,3061
束縛,3062
葬,3063
賊黨,3064
貴重,3065
大端히,3066
運河,3067
衝動,3068
이番,3069
妓에,3070
坐席,3071
精神,3072
寢臺,3073
時日,3074
將帥,3075
淸,3076
傾斜,3077
港灣,3078
鳩,3079
學術,3080
渴望,3081
漠,3082
詩人,3083
胄,3084
移動,3085
錘,3086
殞命,3087
刑,3088
如數,3089
本城,3090
數百,3091
數千,3092
責任,3093
魔術師,3094
龍,3095
配,3096
螺絲,3097
貌,3098
恩,3099
澤,3100
缺點,3101
吩,3102
咐,3103
綱領,3104
奴隸,3105
光,3106
敗戰,3107
重傷,3108
顯著,3109
儀,3110
訊問,3111
留意,3112
大聲,3113
信任,3114
物産,3115
處置,3116
犯罪者,3117
吉,3118
健康,3119
落胎,3120
四代,3121
接한,3122
始初,3123
事務,3124
後陳,3125
防,3126
築,3127
狼狽,3128
眼目,3129
散亂,3130
心臟,3131
葬禮,3132
船體,3133
起,3134
耕,3135
權榮,3136
服지,3137
限定,3138
乳母,3139
斷,3140
決裂,3141
人情,3142
絶對로,3143
僞證,3144
褻,3145
所謂,3146
餞送,3147
艱辛히,3148
妃,3149
嬪,3150
津,3151
液,3152
旗를,3153
杜,3154
勝戰,3155
塘,3156
鵝,3157
兀,3158
鷹,3159
全體,3160
決定,3161
神보,3162
李,3163
寬容,3164
婦人과,3165
拷衣,3166
前軍,3167
獄中,3168
照,3169
耀,3170
發育,3171
農作物,3172
偶,3173
矜恤하심을,3174
重生,3175
各城,3176
貯藏,3177
事例,3178
身長,3179
影響,3180
貫盈,3181
經度,3182
含,3183
無色,3184
渴症,3185
勸한,3186
供養,3187
燭,3188
金物,3189
斟酌,3190
九千,3191
削,3192
刀,3193
汚,3194
穢,3195
囚,3196
公法,3197
穩,3198
記,3199
邊方,3200
靈感,3201
會議,3202
忿과,3203
靜,3204
安樂,3205
表跡,3206
差別,3207
詔,3208
眞心,3209
衛,3210
惜,3211
公과,3212
碑,3213
墓碑,3214
氣色,3215
奸,3216
格言,3217
不安,3218
所有主,3219
匿,3220
損害,3221
王國,3222
平靜,3223
心腸,3224
鼻,3225
力量,3226
基址,3227
掛,3228
債,3229
葉,3230
者임,3231
數里,3232
生鮮,3233
功德,3234
妄,3235
名簿,3236
紅寶,3237
綠,3238
珠,3239
運搬,3240
交合하둣,3241
凡人,3242
靡,3243
團束,3244
北風,3245
每事,3246
數年,3247
談論,3248
史記,3249
壯年,3250
躊躇,3251
詛呪거리,3252
前보,3253
淹,3254
頑固,3255
箸,3256
主요,3257
介意,3258
恐,3259
刀로,3260
金은,3261
軸,3262
惹,3263
鬧,3264
永世,3265
稅로,3266
籠,3267
袍,3268
洋,3269
笙,3270
簧,3271
極甚,3272
收拾,3273
移轉,3274
詭譎에,3275
傳染,3276
頃刻,3277
樂園,3278
鳥籠,3279
度量,3280
論할,3281
陪席,3282
嫉,3283
視,3284
大殿,3285
天障,3286
食事,3287
出戰,3288
空然히,3289
效,3290
失望,3291
如常,3292
緋緞,3293
暴로,3294
形容,3295
表示,3296
技術,3297
考案,3298
後世,3299
祠堂,3300
近來,3301
壇과,3302
衙,3303
三尺,3304
一一이,3305
違法,3306
隻,3307
腰痛,3308
內室,3309
上納,3310
嗔,3311
招,3312
造成,3313
犯法,3314
驛,3315
駿,3316
願한다,3317
無效,3318
構造,3319
良,3320
兄嫂,3321
本分,3322
樹木,3323
助,3324
口傳,3325
哲도,3326
始祖,3327
四指,3328
閉鎖,3329
黃金,3330
琉璃,3331
順理,3332
后,3333
貨가,3334
別味,3335
抑制,3336
合計,3337
死刑,3338
該當,3339
任命,3340
傳한다,3341
一部分,3342
慘敗,3343
更,3344
免除,3345
不和,3346
臆志,3347
山中,3348
傳言,3349
長老,3350
東南,3351
斫,3352
面責,3353
獻金,3354
虛榮,3355
冊임,3356
金銀,3357
不,3358
江水,3359
邦아,3360
處한,3361
論,3362
縮小,3363
騷擾,3364
報告,3365
永贖,3366
當한다,3367
告發,3368
開拓,3369
貨,3370
陣營,3371
高喊,3372
繼,3373
稀貴,3374
自備,3375
糧,3376
名稱,3377
明白히,3378
皇后,3379
令,3380
璧,3381
珍奇,3382
傍觀,3383
馭,3384
拒,3385
契約,3386
童男,3387
無料,3388
焦急,3389
檀,3390
間斷,3391
聲이,3392
腦,3393
嶺,3394
辨別,3395
病者,3396
市場,3397
禾,3398
重要,3399
同事,3400
陣이,3401
尋,3402
訪,3403
蒙,3404
判明,3405
東西,3406
氓이,3407
區,3408
東門,3409
空虛,3410
號令,3411
瘦,3412
瘠,3413
突入,3414
그리스도人,3415
理由,3416
鶴과,3417
戴勝,3418
試鍊,3419
接境,3420
養子,3421
剛愎한대로,3422
侵,3423
班대,3424
臨終,3425
來,3426
詩篇,3427
殘치,3428
進步,3429
接戰,3430
步兵,3431
腕,3432
小兒,3433
別世,3434
成功,3435
地上,3436
赫,3437
丈夫,3438
味,3439
菜食,3440
大作,3441
珊瑚,3442
磨,3443
神社,3444
者처,3445
排斥,3446
管樂,3447
洞,3448
殺害,3449
右,3450
巡廻,3451
高明,3452
底,3453
坑,3454
始終,3455
墓地,3456
妙한,3457
選擇,3458
鼓子,3459
新鮮,3460
臺요,3461
送,3462
稟,3463
賦,3464
赤,3465
連,3466
關念,3467
解하,3468
奔走,3469
歲요,3470
充足,3471
人事,3472
守備,3473
親手,3474
不合,3475
條約,3476
先着,3477
技能,3478
偶然,3479
人跡,3480
私事,3481
慰安,3482
何如間,3483
歲入,3484
等,3485
質,3486
菖,3487
蒲,3488
剛愎히,3489
健壯,3490
道袍,3491
生疎,3492
放恣,3493
將,3494
立,3495
誡,3496
女主人,3497
보告,3498
航海,3499
宗敎,3500
墻,3501
泰山,3502
宣,3503
나中,3504
後苑,3505
强姦,3506
渡,3507
車,3508
觸,3509
健全,3510
極盡,3511
祈,3512
空氣,3513
速速,3514
怨痛,3515
受理,3516
賢,3517
淑,3518
水晶,3519
邑內,3520
末年,3521
久,3522
整頓,3523
雄壯,3524
纏帶,3525
豫,3526
繼承,3527
野,3528
藤,3529
一箇,3530
邪神,3531
民擾,3532
雜,3533
全혀,3534
忌,3535
憚,3536
餐,3537
暗礁,3538
中風,3539
怠慢,3540
充實하,3541
稠,3542
密,3543
壇도,3544
東北,3545
銘心,3546
削髮,3547
本心,3548
薄荷,3549
茴,3550
芹,3551
仁과,3552
步行者,3553
不具,3554
豪華,3555
瞬間,3556
後見人,3557
無顔,3558
勞動者,3559
不順,3560
不得已,3561
一名,3562
譬,3563
詞,3564
欣,3565
艱,3566
公衆,3567
主도,3568
幼弱,3569
訓,3570
示,3571
籍,3572
代表,3573
荊,3574
棘,3575
前無,3576
水仙,3577
前職,3578
取消,3579
詭譎,3580
薦,3581
擧,3582
風聲,3583
粉,3584
招引,3585
後면,3586
空手,3587
等閑,3588
效力,3589
專혀,3590
奇蹟,3591
超越,3592
人種,3593
險,3594
峻,3595
恃,3596
規定,3597
標대를,3598
補充,3599
戰,3600
墮落,3601
音,3602
雇傭,3603
閒暇,3604
分數,3605
碧,3606
托,3607
聖別,3608
細微,3609
幼年,3610
繁盛,3611
旬,3612
足히,3613
莫,3614
測,3615
信聽,3616
監獄,3617
前하,3618
相對,3619
畢하,3620
斑布,3621
背,3622
本錢,3623
慘憺,3624
아山,3625
復,3626
附從,3627
所任,3628
拘,3629
東이,3630
矜恤하심이,3631
期,3632
活,3633
嚴하,3634
理致,3635
血統,3636
法官,3637
不信,3638
安否,3639
孔雀,3640
誇張,3641
中傷,3642
酒幕,3643
浮,3644
費,3645
邪鬼,3646
顔色,3647
變함,3648
病듦으로,3649
統轄,3650
薄,3651
有無,3652
紛亂,3653
太半,3654
斑點,3655
變할,3656
太平,3657
運動,3658
銳利,3659
關節,3660
所시,3661
白馬,3662
平野,3663
行次,3664
勢,3665
當籤,3666
聖神,3667
執權,3668
浪이,3669
爵,3670
未來,3671
文字,3672
如前,3673
方式,3674
器에,3675
淨할,3676
巫,3677
狂,3678
方向,3679
程,3680
棺,3681
慘澹,3682
跡,3683
整列,3684
批判,3685
通商,3686
先進,3687
雅歌,3688
六,3689
剛愎하여,3690
私生,3691
使用,3692
處理,3693
水面,3694
替,3695
通報,3696
雇用,3697
回生,3698
進行할,3699
醋,3700
朱錫,3701
風流,3702
簫,3703
工業,3704
促,3705
急,3706
酬,3707
選定,3708
單身,3709
考,3710
誣訴,3711
料,3712
不滿,3713
罷,3714
彷彿,3715
果,3716
園直,3717
謀議,3718
威力,3719
愉快,3720
淪,3721
老少,3722
騰騰,3723
香기,3724
純情,3725
律法,3726
家屬,3727
裕,3728
平均,3729
뒤便,3730
稅金,3731
點心,3732
安慰,3733
答狀,3734
表面,3735
急速히,3736
分揀,3737
加減,3738
救助,3739
隱身,3740
上層,3741
强國,3742
啓明,3743
星이,3744
交換,3745
飢饉,3746
賞도,3747
一과,3748
回想,3749
華,3750
猛,3751
完備,3752
自責,3753
幣,3754
帛,3755
動作,3756
障碍,3757
安葬,3758
使命,3759
隸,3760
勸한다,3761
碑石,3762
記念碑,3763
受,3764
排泄物,3765
山羊,3766
猶豫,3767
同胞,3768
經緯,3769
不良者,3770
者위,3771
自尊,3772
行步,3773
詛呪거리가,3774
自請,3775
勞苦,3776
默默히,3777
好意,3778
馬廐,3779
基地,3780
結果,3781
欲望,3782
印度,3783
剝奪,3784
豫言者,3785
逃走,3786
計策,3787
希望,3788
瑞,3789
本質,3790
度로,3791
巡察,3792
職責,3793
廣告,3794
焦,3795
悴,3796
危殆,3797
擴張,3798
擔保,3799
閣下,3800
端正,3801
鬪,3802
隔,3803
發生,3804
爛,3805
記憶나,3806
襁,3807
舍館,3808
太后,3809
奴,3810
行進,3811
一體,3812
週,3813
名下,3814
留陣,3815
片,3816
無信,3817
薄한,3818
男女老少,3819
沈默,3820
元來,3821
屠獸,3822
弔問,3823
鍾子,3824
然,3825
乾,3826
羊도,3827
勇敢,3828
部落,3829
神인,3830
詭譎하며,3831
慇懃히,3832
沙汰,3833
他,3834
告함,3835
床의,3836
侍立,3837
公服,3838
眩恍,3839
呼出,3840
壯嚴,3841
鬪爭,3842
巢,3843
二更,3844
乘,3845
秋,3846
收藏,3847
眩慌,3848
味覺,3849
孤獨,3850
情境,3851
欄干,3852
溫泉,3853
開,3854
諭,3855
過度,3856
前인,3857
現在,3858
文,3859
井,3860
刺字,3861
和答,3862
至善,3863
警備,3864
中앙,3865
學者,3866
指揮,3867
日記,3868
鐵器,3869
男兒,3870
古代,3871
攄得,3872
殿하,3873
强迫,3874
憑,3875
福도,3876
稀少,3877
至極,3878
本夫,3879
告白,3880
錚,3881
習,3882
黃寶,3883
金剛,3884
基業인,3885
料理,3886
鎭靜,3887
子子,3888
離,3889
諱,3890
垓,3891
唐慌,3892
收穫,3893
神일,3894
公判,3895
이第,3896
夜更,3897
가萬,3898
至親,3899
諫,3900
萬世,3901
惻隱,3902
列,3903
內腑,3904
修,3905
補,3906
免罪,3907
與,3908
一致,3909
可決,3910
自體,3911
堂堂히,3912
方道,3913
遽,3914
驍勇,3915
아빕月의,3916
擊,3917
廉恥,3918
可치,3919
惡보,3920
善終,3921
朱,3922
眞,3923
아빕月에,3924
鍮器,3925
貶,3926
無事히,3927
通한,3928
自處,3929
前進,3930
直徑,3931
都數,3932
植物,3933
發覺,3934
문故,3935
監察,3936
懈怠,3937
住宅,3938
正確,3939
旱,3940
創設,3941
地가,3942
二週,3943
憤氣,3944
縛이,3945
尤,3946
綠이,3947
家藏,3948
什,3949
人類,3950
誼,3951
代로,3952
有心히,3953
護,3954
鏡,3955
別名,3956
病床,3957
正式,3958
民會,3959
禁止,3960
部下,3961
陣가,3962
場이,3963
斷言,3964
脅迫,3965
踪,3966
跡으로,3967
老少,3968
貞操,3969
毛髮,3970
篇,3971
小刀,3972
王候,3973
快活,3974
寢睡,3975
善良,3976
手工,3977
肺,3978
看過,3979
幼稚,3980
保養,3981
道가,3982
恒,3983
用,3984
齋戒,3985
神性,3986
後隊,3987
瀝,3988
門안,3989
矜恤은,3990
定式,3991
轎,3992
前後,3993
釘,3994
頂수리,3995
處罰,3996
火가,3997
優勝,3998
輦,3999
判斷力,4000
悚懼,4001
結婚,4002
太,4003
古,4004
死亡者,4005
端,4006
門下,4007
寃痛,4008
心志,4009
光景,4010
模,4011
目,4012
帳안,4013
無時,4014
精한,4015
稱號,4016
財務,4017
復舊,4018
環,4019
服裝,4020
亡命,4021
處分,4022
親한,4023
壇위,4024
引枋,4025
安寧,4026
金管,4027
數人,4028
咐대,4029
腑,4030
扶持,4031
浪,4032
虛費,4033
眞正한,4034
充,4035
年末,4036
禮式,4037
首領,4038
逼,4039
두山,4040
놋山이더라,4041
勵,4042
零落,4043
季,4044
臣民,4045
移種,4046
毫,4047
規模,4048
學問,4049
詭譎의,4050
假裝,4051
二隊로,4052
富를,4053
政爭,4054
雇價,4055
願할,4056
間隔,4057
類,4058
痢疾,4059
沮,4060
英雄,4061
數라,4062
呻吟,4063
過激,4064
詭譎者가,4065
略,4066
傳,4067
煎鐵,4068
刻刀,4069
開廷,4070
威勢,4071
統一,4072
勇氣,4073
垂楊,4074
驅迫,4075
慘酷,4076
休息,4077
無力,4078
同宗,4079
薄待,4080
領土,4081
所屬,4082
同參,4083
本體,4084
毫釐,4085
胃,4086
造物,4087
自取,4088
可否,4089
箔,4090
拘束,4091
明郞,4092
異狀,4093
公主,4094
麓,4095
破器,4096
幽靈,4097
擊破,4098
菓,4099
煎餠,4100
立法,4101
俯,4102
伏,4103
衣,4104
勸告,4105
農業,4106
申,4107
飭,4108
突破,4109
害로운,4110
私有,4111
一口,4112
摘發,4113
一家,4114
頑悖,4115
縱,4116
祿,4117
幹,4118
놋工匠을,4119
魚鱗,4120
殮,4121
襲,4122
南向,4123
灣,4124
今世,4125
來世,4126
氣象,4127
初步,4128
數니,4129
宛然,4130
野蠻,4131
想像,4132
가指,4133
示고,4134
蕭蕭,4135
將官,4136
恝,4137
殺人罪,4138
可能,4139
嗣子,4140
少,4141
結託,4142
制裁,4143
火木,4144
首頭,4145
陣旗,4146
九歲,4147
濕氣,4148
貧弱,4149
撥,4150
飮料,4151
監禁,4152
醉할,4153
統率,4154
竝行,4155
傳例,4156
模形,4157
壇아,4158
承認,4159
完,4160
個人,4161
監,4162
飮,4163
寶庫,4164
宗家,4165
姨母,4166
姑母,4167
設置,4168
造化,4169
白色,4170
綠色,4171
大理石,4172
百石,4173
熱烈,4174
仲,4175
媒,4176
表明,4177
一行,4178
書籍,4179
參星,4180
昴,4181
神話,4182
榧子,4183
巴,4184
旦,4185
杏,4186
後園,4187
合同,4188
證據人,4189
設備,4190
石灰,4191
鶴,4192
字,4193
接待,4194
酋長,4195
守令,4196
切,4197
薦新,4198
攻擊,4199
商業,4200
評,4201
施,4202
濟,4203
處地,4204
門中,4205
若,4206
哀呼,4207
高山,4208
嶺,4209
候,4210
葬地,4211
指摘,4212
富大,4213
態度,4214
英,4215
傑이,4216
男丁,4217
범罪,4218
生日,4219
不過,4220
曖昧,4221
供職,4222
挽回,4223
連合,4224
理解,4225
强硬,4226
놋壇을,4227
判,4228
損,4229
牧師,4230
演奏,4231
凱,4232
熱氣,4233
一般인,4234
旗,4235
爲先,4236
家長,4237
談話,4238
壽도,4239
富도,4240
承諾,4241
無用,4242
適,4243
權慰,4244
高利,4245
貸,4246
副祭,4247
筒,4248
河馬,4249
務,4250
過食,4251
戒,4252
矜恤의,4253
可한,4254
設立,4255
行裝,4256
狡,4257
危,4258
探偵,4259
四寸,4260
船價,4261
밥床,4262
桿,4263
皿稱,4264
錘돌,4265
大略,4266
歸順,4267
朋,4268
諾,4269
愛護,4270
爽快,4271
有夫,4272
理性,4273
本能,4274
事故,4275
羚羊,4276
步助,4277
導,4278
宇宙,4279
雇,4280
聘,4281
請婚,4282
淸明,4283
市內,4284
明白,4285
輜重,4286
分離,4287
板子,4288
巫堂,4289
饍,4290
禦,4291
混沌,4292
添加,4293
聲大,4294
種植,4295
壯大,4296
矜恤하심과,4297
負傷者,4298
議士,4299
面은,4300
半圓,4301
形,4302
抑壓,4303
厚한,4304
刺,4305
猶,4306
路程,4307
性이,4308
眼,4309
兩方,4310
公正,4311
不快,4312
賞주시,4313
方面,4314
內外,4315
鍊磨,4316
來,4317
公直,4318
詭譎이니라,4319
發源,4320
者식,4321
姻緣,4322
慄,4323
厭症,4324
稅關,4325
標하,4326
密接,4327
銀사,4328
領地,4329
招待,4330
懲魂,4331
水路,4332
國稅,4333
無關,4334
里니,4335
結合,4336
苦海,4337
長短,4338
行陳,4339
一定,4340
蠱脹,4341
同業,4342
傳染病,4343
龕,4344
時節,4345
女弟,4346
收,4347
欽,4348
需用,4349
愁心,4350
高尙,4351
應對,4352
狀況,4353
每主,4354
拙,4355
翁,4356
隔한,4357
隨員,4358
信者,4359
練,4360
熟,4361
沿岸,4362
病身,4363
準,4364
價,4365
豊,4366
備,4367
敎養,4368
半日,4369
段,4370
次로,4371
享,4372
訪問,4373
騷亂,4374
水源,4375
諷,4376
宴席,4377
連續,4378
症勢,4379
實情,4380
動心,4381
羊치,4382
兩,4383
運動場,4384
生業,4385
出發,4386
伸雪,4387
轉覆,4388
庶,4389
近隣,4390
雄,4391
充分히,4392
模型,4393
虐殺,4394
琥珀,4395
白瑪,4396
紫水,4397
晶,4398
情交,4399
霧,4400
零星,4401
激勵,4402
紫紬,4403
鍮,4404
宰相,4405
類로,4406
自足,4407
歸,4408
隊로,4409
嘉,4410
精誠,4411
聖牌,4412
方席,4413
泄,4414
懇曲,4415
或者,4416
總數,4417
拍手,4418
忠信,4419
工夫,4420
占하,4421
利하,4422
銀行,4423
再次,4424
霹,4425
靂,4426
格鬪,4427
時機,4428
現,4429
冷,4430
恪,4431
審理,4432
一息,4433
家,4434
給,4435
債用,4436
利子,4437
憐恤할,4438
勤勉,4439
稀微,4440
賦課,4441
額數,4442
衆生,4443
傑,4444
盡한,4445
靈도,4446
極端,4447
孤,4448
精水,4449
街,4450
官職,4451
差等,4452
貧富,4453
爲限,4454
特異,4455
曉,4456
喩,4457
狀態,4458
謝禮,4459
巨額,4460
奇怪,4461
銅이,4462
全權,4463
朝會,4464
大宴,4465
食料品,4466
悼,4467
用度,4468
不便,4469
四時,4470
日字,4471
風潮,4472
王위,4473
容認,4474
茵,4475
蔯,4476
失敗,4477
孼,4478
委托,4479
아빕月을,4480
顯,4481
불試,4482
意思,4483
精巧,4484
巖,4485
應用,4486
舟의,4487
集,4488
指目,4489
友誼,4490
詭譎도,4491
源泉,4492
禍보,4493
調和,4494
祭로,4495
貸金,4496
놋槍을,4497
甕器,4498
死罪,4499
謀臣,4500
交戰,4501
同壻,4502
隱蔽,4503
